NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE_NO,CUSINE_TYPE,TIMING,RATING_TYPE,RATING,VOTES
Kasissh Fast Food,700,"Chinese,North Indian,Seafood,Biryani",Mumbai,Sanpada,https://www.zomato.com/mumbai/kasissh-fast-food-sanpada-navi-mumbai/info,692,Casual Dining,11am to 12midnight(Mon-Sun),Average,2.8,63
Sagar Family Restaurant & Bar,450,"North Indian,Chinese,Mughlai",Mumbai,Nalasopara,https://www.zomato.com/mumbai/sagar-family-restaurant-bar-nalasopara/info,692,Casual Dining,1130am to 12midnight(Mon-Sun),Average,3.1,7
Hotel Bajrang Pure Veg.,700,"South Indian,North Indian,Chinese,Street Food,Beverages",Mumbai,Sewri,https://www.zomato.com/mumbai/hotel-bajrang-pure-veg-sewri/info,692,Casual Dining,7am to 1130pm(Mon-Sun),Average,3.4,14
Baba Bar & Restaurant,650,"North Indian,Chinese",Mumbai,Nerul,https://www.zomato.com/mumbai/baba-bar-restaurant-nerul-navi-mumbai/info,692,Casual Dining,10am to 12midnight(Mon-Sun),Average,2.8,4
Jaya Palace,350,"North Indian,Chinese",Mumbai,Nalasopara,https://www.zomato.com/mumbai/jaya-palace-nalasopara/info,692,Casual Dining,11am to 1130pm(Mon-Sun),Average,3.1,4
Binger Big Bite,400,Fast Food,Mumbai,New Panvel,https://www.zomato.com/mumbai/binger-big-bite-new-panvel-navi-mumbai/info,692,Quick Bites,9am to 10pm(Mon-Sun),Poor,2.4,92
The Foodlawn,450,"North Indian,Biryani",Mumbai,Mahakali,https://www.zomato.com/mumbai/the-foodlawn-mahakali/info,692,Casual Dining,"12noon to 4pm,7pm to 12midnight(Mon-Sun)",Average,3.1,14
Chinese Spice,500,"North Indian,Chinese",Mumbai,Raghuleela Mall-- Vashi,https://www.zomato.com/mumbai/chinese-spice-1-vashi-navi-mumbai/info,692,Casual Dining,11am to 11pm(Mon-Sun),Average,3,8
Hotel Parichay,500,"Biryani,North Indian,Chinese,Malwani,Mughlai",Mumbai,Vashi,https://www.zomato.com/mumbai/hotel-parichay-vashi-navi-mumbai/info,693,Casual Dining,1130am to 1130pm(Mon-Sun),Average,3.3,23
Mahek Kitchen,250,"North Indian,Mughlai",Mumbai,Mira Road,https://www.zomato.com/mumbai/mahek-kitchen-mira-road/info,693,Quick Bites,12noon to 12midnight(Mon-Sun),Average,3.3,11
Arma Court,450,"North Indian,Chinese,Fast Food,Beverages",Mumbai,Bandra East,https://www.zomato.com/mumbai/arma-court-bandra-east/info,693,Casual Dining,10am to 12midnight(Mon-Sun),Average,2.9,47
Hotel Pushpak Vihar,350,"Chinese,North Indian,Mughlai",Mumbai,Mulund West,https://www.zomato.com/mumbai/hotel-pushpak-vihar-mulund-west/info,693,Casual Dining,11am to 12midnight(Mon-Sun),Average,3.4,32
Pretty Bakes,400,"Bakery,Desserts",Mumbai,Chembur,https://www.zomato.com/mumbai/pretty-bakes-chembur/info,693,Bakery,"9am to 7pm(Mon-Thu),9am to 9pm(Fri-Sat),Closed...",Average,3.3,12
8 Handi,400,"North Indian,Chinese",Mumbai,Ghatkopar West,https://www.zomato.com/mumbai/8-handi-ghatkopar-west/info,693,none,1130am to 1130pm(Mon-Sun),Good,3.5,79
Sri Ganesha Hotel,800,"Chinese,North Indian,South Indian",Mumbai,Ghansoli,https://www.zomato.com/mumbai/sri-ganesha-hotel-ghansoli-navi-mumbai/info,693,Casual Dining,8am to 1130pm(Mon-Sun),Average,2.8,48
Flavours Of The Club,500,"North Indian,Chinese,Mughlai",Mumbai,Azad Nagar,https://www.zomato.com/mumbai/flavours-of-the-club-azad-nagar/info,693,none,"11am to 3pm,7pm to 1130pm(Mon-Sun)",Good,3.8,37
Aryaaas FoodBox,500,"Chinese,North Indian,Thai",Mumbai,Chembur,https://www.zomato.com/mumbai/aryaaas-foodbox-chembur/info,693,Casual Dining,"11am to 330pm,7pm to 1130pm(Mon-Sun)",Average,3.3,56
The Desi Jugaad,300,North Indian,Mumbai,Hiranandani Estate-- Thane West,https://www.zomato.com/mumbai/the-desi-jugaad-hiranandani-estate-thane-west-thane/info,693,Quick Bites,10am to 11pm(Mon-Sun),Average,3,17
Annapurna Kshudashanti,400,"Chinese,Maharashtrian,North Indian,South Indian",Mumbai,Kharghar,https://www.zomato.com/mumbai/annapurna-kshudashanti-kharghar-navi-mumbai/info,693,Quick Bites,"12noon to 3pm,7pm to 11pm(Mon-Sun)",Average,2.9,12
The Baker's Lounge,250,Bakery,Mumbai,Kandivali West,https://www.zomato.com/mumbai/the-bakers-lounge-kandivali-west/info,693,Bakery,1030am to 12midnight(Mon-Sun),Average,3.4,36
Hotel The Kitchen King ( Open Chinese Food),500,"Chinese,Biryani,Indian",Mumbai,Kasarvadavli-- Thane West,https://www.zomato.com/mumbai/hotel-the-kitchen-king-open-chinese-food-kasarvadavli-thane-west-thane/info,693,Casual Dining,12noon to 12midnight(Mon-Sun),Average,2.9,6
Bake N Nuts,450,"Bakery,Desserts,Fast Food",Mumbai,Santacruz East,https://www.zomato.com/mumbai/bake-n-nuts-santacruz-east/info,693,Bakery,10am to 11pm(Mon-Sun),Average,3.4,39
Nawab Restaurant,350,"Seafood,Chinese,North Indian",Mumbai,Girgaum,https://www.zomato.com/mumbai/nawab-restaurant-girgaum/info,693,Quick Bites,"7am to 11am,4pm to 12midnight(Mon-Sun)",Not rated,-,-
Uncle Max's Shawarma Centre,200,Fast Food,Mumbai,Borivali West,https://www.zomato.com/mumbai/uncle-maxs-shawarma-centre-borivali-west/info,694,Quick Bites,5pm to 11pm(Mon-Sun),Good,3.8,91
Chocday Custom Cakes,200,"Bakery,Desserts",Mumbai,Wadala,https://www.zomato.com/mumbai/chocday-custom-cakes-wadala/info,694,Bakery,10am to 8pm(Mon-Sun),Not rated,-,-
Shree Sai Chinese Fast Food,300,Chinese,Mumbai,Mira Road,https://www.zomato.com/mumbai/shree-sai-chinese-fast-food-mira-road/info,694,Quick Bites,"12noon to 330pm,630pm to 1130pm(Mon-Sun)",Not rated,-,-
Shree Sagar Lunch Home,400,"North Indian,South Indian,Chinese",Mumbai,Vashi,https://www.zomato.com/mumbai/shree-sagar-lunch-home-1-vashi-navi-mumbai/info,694,Casual Dining,10am to 930pm(Mon-Sun),Average,3.1,10
Asian Flames,600,"Asian,Chinese",Mumbai,Dadar West,https://www.zomato.com/mumbai/asian-flames-1-dadar-west/info,694,Quick Bites,12noon to 1130pm(Mon-Sun),Good,3.5,102
Indian House,600,"North Indian,South Indian,Chinese",Mumbai,Raghuleela Mall-- Vashi,https://www.zomato.com/mumbai/indian-house-vashi-navi-mumbai/info,694,Casual Dining,11am to 11pm(Mon-Sun),Poor,2.4,16
Burger & Snack Point,400,Fast Food,Mumbai,New Panvel,https://www.zomato.com/mumbai/burger-snack-point-new-panvel-navi-mumbai/info,694,Quick Bites,1030am to 11pm(Mon-Sun),Good,3.8,78
Top 10 Food House,400,"North Indian,Chinese,Continental,Kebab",Mumbai,Dahisar West,https://www.zomato.com/mumbai/top-10-food-house-dahisar-west/info,694,Quick Bites,"11am to 330pm,7pm to 12midnight(Mon-Sun)",Average,2.9,31
Vedaa's Fine Dine Resto Bar,1000,"Chinese,Indian,North Indian,Konkan,Kebab,Mangalorean,Seafood",Mumbai,Majiwada-- Thane West,https://www.zomato.com/mumbai/vedaas-fine-dine-resto-bar-majiwada-thane-west/info,694,Casual Dining,12noon to 12midnight(Mon-Sun),Average,3.2,32
Famous Fresh Juice,200,Juices,Mumbai,Powai,https://www.zomato.com/mumbai/famous-fresh-juice-powai/info,694,Beverage Shop,11am to 12midnight(Mon-Sun),Average,3,7
CFB Fresh Delights,250,"Bakery,Desserts",Mumbai,Jogeshwari,https://www.zomato.com/mumbai/cfb-fresh-delights-jogeshwari/info,694,Bakery,"10am to 10pm(Mon-Sat),10am to 12midnight(Sun)",Good,3.5,26
Kaavo,500,American,Mumbai,Worli,https://www.zomato.com/mumbai/kaavo-worli/info,694,Quick Bites,11am to 1030pm(Mon-Sun),Average,3.2,15
Hotel Ekk Numberr,400,"North Indian,Chinese",Mumbai,Goregaon East,https://www.zomato.com/mumbai/hotel-ekk-numberr-goregaon-east/info,694,Quick Bites,"12noon to 330pm,7pm to 12midnight(Mon-Sun)",Average,3.4,51
Shivansh Sea Foods And Tandoor Corner,400,Maharashtrian,Mumbai,Naupada-- Thane West,https://www.zomato.com/mumbai/shivansh-sea-foods-and-tandoor-corner-naupada-thane-west/info,694,Quick Bites,"Closed(Mon),11am to 10pm(Tue-Sun)",Average,3.1,9
Naomis Kitchen,500,"North Indian,Chinese,Mughlai,Indian,Kebab",Mumbai,Kharghar,https://www.zomato.com/mumbai/naomis-kitchen-kharghar-navi-mumbai/info,694,none,1130am to 12midnight(Mon-Sun),Average,3.3,54
Spice Kitchen,500,"Chinese,North Indian,Indian",Mumbai,Kasarvadavli-- Thane West,https://www.zomato.com/mumbai/spice-kitchen-kasarvadavli-thane-west/info,695,Casual Dining,"12noon to 330pm,7pm to 12midnight(Mon-Sun)",Average,3.2,13
New Ashvita Kitchen,450,"North Indian,Chinese",Mumbai,Kamothe,https://www.zomato.com/mumbai/new-ashvita-kitchen-kamothe-navi-mumbai/info,695,Casual Dining,11am to 1130pm(Mon-Sun),Average,3.3,8
Red Chilly,550,"North Indian,Chinese",Mumbai,Majiwada-- Thane West,https://www.zomato.com/mumbai/red-chilly-majiwada-thane-west/info,695,Casual Dining,"11am to 4pm,7pm to 1130pm(Mon-Sun)",Average,3,9
Janya Frankie And Sandwich Corner,150,Street Food,Mumbai,Goregaon West,https://www.zomato.com/mumbai/janya-frankie-and-sandwich-corner-goregaon-west/info,695,Quick Bites,10am to 10pm(Mon-Sun),Average,3.1,6
Cool Crumbs,300,Ice Cream,Mumbai,Vasai,https://www.zomato.com/mumbai/cool-crumbs-vasai/info,695,Dessert Parlor,12noon to 1130pm(Mon-Sun),Average,3.4,41
VA The Italian Food Cuisine,500,Fast Food,Mumbai,Goregaon East,https://www.zomato.com/mumbai/va-the-italian-food-cuisine-goregaon-east/info,695,none,9am to 1130pm(Mon-Sun),Average,3,29
Asian Dining,800,"Continental,North Indian,Chinese,Asian",Mumbai,Kharghar,https://www.zomato.com/mumbai/asian-dining-kharghar-navi-mumbai/info,695,Casual Dining,"11am to 1130pm(Mon,Wed,Thu,Fri,Sat,Sun)...",Good,3.7,76
Siddhi Vinayak Hotel,500,"Chinese,North Indian",Mumbai,Nalasopara,https://www.zomato.com/mumbai/siddhi-vinayak-hotel-nalasopara/info,695,Quick Bites,10am to 12midnight(Mon-Sun),Average,3.4,27
Foodies Pizza And Pasta,350,"Fast Food,North Indian",Mumbai,Manpada-- Thane West,https://www.zomato.com/mumbai/foodies-pizza-and-pasta-manpada-thane-west/info,695,Quick Bites,830am to 1030pm(Mon-Sun),Average,2.6,39
Russhh,300,"Bengali,Chinese,Fast Food,North Indian,Kebab",Mumbai,Ghodbunder Road,https://www.zomato.com/mumbai/russhh-ghodbunder-road-thane/info,695,Quick Bites,"7pm to 11pm(Mon),12noon to 11pm(Tue-Sun)",Good,3.5,48
Hale & Hearty,350,"Fast Food,Healthy Food,Raw Meats,Kebab",Mumbai,Nerul,https://www.zomato.com/mumbai/hale-hearty-nerul-navi-mumbai/info,695,Quick Bites,8am to 10pm(Mon-Sun),Average,3.2,5
Honey Baker's,350,Desserts,Mumbai,Seawoods,https://www.zomato.com/mumbai/honey-bakers-seawoods-navi-mumbai/info,695,Dessert Parlor,10am to 12midnight(Mon-Sun),Average,3.2,5
Zymi - The Happy Cakes,150,Bakery,Mumbai,Kharghar,https://www.zomato.com/mumbai/zymi-the-happy-cakes-1-kharghar-navi-mumbai/info,695,Bakery,10am to 11pm(Mon-Sun),Average,3.4,20
Cake Korner,350,Bakery,Mumbai,Nerul,https://www.zomato.com/mumbai/cake-korner-nerul-navi-mumbai/info,695,Bakery,9am to 1130pm(Mon-Sun),Average,3,5
Red Chilli,400,"Chinese,North Indian",Mumbai,Kalyan,https://www.zomato.com/mumbai/red-chilli-1-kalyan/info,695,Quick Bites,11am to 1130pm(Mon-Sun),Average,2.8,40
Fabulo - The Cake Shop,450,Bakery,Mumbai,Wagle Estate-- Thane West,https://www.zomato.com/mumbai/fabulo-the-cake-shop-wagle-estate-thane-west/info,696,Bakery,"11am to 10pm(Mon-Sat),Closed(Sun)",Average,3.4,14
Biryani Bliss,350,Biryani,Mumbai,Mahakali,https://www.zomato.com/mumbai/biryani-bliss-mahakali/info,696,none,1130am to 1130pm(Mon-Sun),Average,3.4,21
Jiffies,600,"Continental,Seafood,Goan,North Indian,Chinese,Mangalorean,Malwani,BBQ",Mumbai,Regenza By Tunga Hotels-- Vashi,https://www.zomato.com/mumbai/jiffies-vashi-navi-mumbai/info,696,none,11am to 11pm(Mon-Sun),Average,3.3,30
Mum Bai Toei,450,Chinese,Mumbai,Kalamboli,https://www.zomato.com/mumbai/mum-bai-toei-kalamboli-navi-mumbai/info,696,Quick Bites,"1230pm to 330pm,730pm to 11pm(Mon-Sun)",Average,3.4,101
Snaxovi,400,"Fast Food,Street Food,Beverages",Mumbai,Vashi,https://www.zomato.com/mumbai/snaxovi-1-vashi-navi-mumbai/info,696,Quick Bites,8am to 1130pm(Mon-Sun),Average,3.2,18
Hotel Sai Leela,400,"Chinese,North Indian,South Indian",Mumbai,Castle Mill-- Thane West,https://www.zomato.com/mumbai/hotel-sai-leela-castle-mill-thane-west/info,696,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,83
Hotel Jai Mata Di,1000,"Chinese,Maharashtrian,North Indian",Mumbai,Kalamboli,https://www.zomato.com/mumbai/hotel-jai-mata-di-kalamboli-navi-mumbai/info,696,Casual Dining,11am to 11pm(Mon-Sun),Average,3.1,15
Desi Tadka,450,"North Indian,Chinese",Mumbai,Vashi,https://www.zomato.com/mumbai/desi-tadka-vashi-navi-mumbai/info,696,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,87
Hindi Chini Bhai Bhai,300,Chinese,Mumbai,Near Andheri West Station,https://www.zomato.com/mumbai/hindi-chini-bhai-bhai-near-andheri-west-station/info,696,none,1130am to 1030pm(Mon-Sun),Poor,2.4,25
The Malvani Feast,500,Malwani,Mumbai,Borivali East,https://www.zomato.com/mumbai/the-malvani-feast-borivali-east/info,696,Quick Bites,"10am to 1130pm(Mon,Wed,Thu,Fri,Sat,Sun)...",Average,3.2,59
Dabba Delight,200,Biryani,Mumbai,Dombivali East,https://www.zomato.com/mumbai/dabba-delight-dombivali-east/info,696,none,11am to 11pm(Mon-Sun),Average,3.2,26
2PM Restaurant,600,"Fast Food,North Indian",Mumbai,Vasai,https://www.zomato.com/mumbai/2pm-restaurant-vasai/info,696,Casual Dining,"11am to 12midnight(Mon,Wed,Thu,Fri,Sat,Sun)...",Average,3.3,16
Fusion Bite,400,Fast Food,Mumbai,Virar,https://www.zomato.com/mumbai/fusion-bite-1-virar/info,696,Quick Bites,"1130am to 1130pm(Mon-Fri),1130am to 12noon...",Average,3.1,21
Kitchen Inn,600,"Biryani,North Indian,Kebab",Mumbai,Hiranandani Estate-- Thane West,https://www.zomato.com/mumbai/kitchen-inn-hiranandani-estate-thane-west-thane/info,696,none,11am to 11pm(Mon-Sun),Average,3.3,35
Tasty Treats Parcel Kitchen,400,"Chinese,North Indian",Mumbai,Dombivali East,https://www.zomato.com/mumbai/tasty-treats-parcel-kitchen-dombivali-east-thane/info,696,none,4pm to 7pm(Mon-Sun),Average,3.3,6
Biryani House,450,"Biryani,Seafood",Mumbai,Kopar Khairane,https://www.zomato.com/mumbai/biryani-house-kopar-khairane-navi-mumbai/info,697,none,1130am to 11pm(Mon-Sun),Average,3.1,55
Healthy Bites,450,North Indian,Mumbai,Dombivali East,https://www.zomato.com/mumbai/healthy-bites-dombivali-east-thane/info,697,Quick Bites,11am to 1030pm(Mon-Sun),Average,3.3,16
Eat & Run,200,"Beverages,Fast Food",Mumbai,Mira Road,https://www.zomato.com/mumbai/eat-run-mira-road/info,697,Food Truck,12noon to 10pm(Mon-Sun),Good,3.5,21
Mejwani9,1000,"Chinese,Maharashtrian,Bar Food,Beverages,Desserts,Finger Food,Indian",Mumbai,Mira Road,https://www.zomato.com/mumbai/mejwani9-mira-road/info,697,Casual Dining,11am to 12midnight(Mon-Sun),Average,3.3,32
Red Chilly,550,"North Indian,Chinese",Mumbai,Majiwada-- Thane West,https://www.zomato.com/mumbai/red-chilly-majiwada-thane-west/info,697,Casual Dining,"11am to 4pm,7pm to 1130pm(Mon-Sun)",Average,3,9
OSeventy One,300,"Desserts,American,Belgian,Beverages,Ice Cream",Mumbai,Ghatkopar East,https://www.zomato.com/mumbai/oseventy-one-1-ghatkopar-east/info,697,Dessert Parlor,10am to 1145pm(Mon-Sun),Average,3.1,5
Hotel Food Factory,500,"North Indian,Chinese",Mumbai,Kalyan,https://www.zomato.com/mumbai/hotel-food-factory-kalyan-thane/info,697,Casual Dining,11am to 11pm(Mon-Sun),Average,3,11
Sicilian Pizza,400,Pizza,Mumbai,Kandivali East,https://www.zomato.com/mumbai/sicilian-pizza-kandivali-east/info,697,Casual Dining,11am to 11pm(Mon-Sun),Not rated,-,-
Quick Bite,300,"North Indian,Fast Food,Beverages",Mumbai,Mira Road,https://www.zomato.com/mumbai/quick-bite-1-mira-road/info,697,Quick Bites,11am to 1145pm(Mon-Sun),Average,3,8
Football Shootball,300,Desserts,Mumbai,Kandivali West,https://www.zomato.com/mumbai/football-shootball-1-kandivali-west/info,697,Dessert Parlor,1pm to 12midnight(Mon-Sun),Good,3.6,14
Desi Tadka,200,"Maharashtrian,North Indian",Mumbai,Virar,https://www.zomato.com/mumbai/desi-tadka-virar/info,697,Quick Bites,9am to 11pm(Mon-Sun),Average,3.1,7
Mr Mumbai Masala,350,"Maharashtrian,North Indian,Chinese",Mumbai,Kandivali East,https://www.zomato.com/mumbai/mr-mumbai-masala-kandivali-east/info,697,Quick Bites,10am to 12midnight(Mon-Sun),Average,3.1,4
Big Burp Deli,600,"Cafe,Fast Food,Beverages",Mumbai,Bhandup,https://www.zomato.com/mumbai/big-burp-deli-bhandup/info,697,Café,12noon to 10pm(Mon-Sun),Average,3.3,10
Biryani 99,500,"North Indian,Biryani",Mumbai,Mahakali,https://www.zomato.com/mumbai/biryani-99-mahakali/info,697,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-
Yumm-Hai-Hum,300,"Chinese,North Indian,Mughlai,South Indian",Mumbai,Near Andheri East Station,https://www.zomato.com/yummhaihum/info,697,none,1030am to 12midnight(Mon-Sun),Good,3.7,48
Grilled & Fried,700,North Indian,Mumbai,Galleria Shopping Centre-- Powai,https://www.zomato.com/mumbai/grilled-fried-powai/info,698,Food Court,"12noon to 4pm,6pm to 12midnight(Mon-Fri),12noon...",Average,3.4,30
Kareem's Chinese & Tawa,600,"Chinese,Rolls",Mumbai,Goregaon East,https://www.zomato.com/mumbai/kareems-chinese-tawa-goregaon-east/info,698,none,"1130am to 4pm,630pm to 1130pm(Mon-Sun)",Average,2.9,17
Banjara Fresh,200,Fast Food,Mumbai,Jogeshwari,https://www.zomato.com/mumbai/banjara-fresh-jogeshwari/info,698,Quick Bites,"9am to 3pm,5pm to 10pm(Mon-Sun)",Average,2.7,16
Swara Snacks,200,Fast Food,Mumbai,Grant Road,https://www.zomato.com/mumbai/swara-snacks-grant-road/info,698,Quick Bites,10am to 10pm(Mon-Sun),Average,3.2,7
Saffron The Cake Shop,350,"Bakery,Desserts",Mumbai,Kandivali West,https://www.zomato.com/mumbai/saffron-the-cake-shop-kandivali-west/info,698,Bakery,8am to 11pm(Mon-Sun),Average,3,16
Nachos & More,300,"Fast Food,Burger,Mexican,Pizza,Street Food",Mumbai,Mira Road,https://www.zomato.com/mumbai/nachos-more-mira-road/info,698,Quick Bites,12noon to 11pm(Mon-Sun),Good,3.5,41
Bhaijaan Foods,300,"Kebab,North Indian",Mumbai,Nerul,https://www.zomato.com/mumbai/bhaijaan-foods-1-nerul-navi-mumbai/info,698,Quick Bites,"1130am to 330pm,7pm to 1130pm(Mon-Sun)",Average,2.5,25
Yumcha By Pacman,200,Fast Food,Mumbai,Dombivali East,https://www.zomato.com/mumbai/yumcha-by-pacman-dombivali-east-thane/info,698,Quick Bites,"Closed(Mon),1230pm to 1030pm(Tue),11am to 10pm...",Good,3.6,25
Hotel Laxmi,500,"North Indian,Chinese",Mumbai,Worli,https://www.zomato.com/mumbai/hotel-laxmi-worli/info,698,Quick Bites,"1130am to 230pm,630pm to 12midnight(Mon-Sun)",Average,3.2,9
The Desi Bread,250,Bakery,Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/the-desi-bread-near-andheri-east-station/info,698,none,"12noon to 5pm(Mon-Sat),Closed(Sun)",Average,3.2,10
Rassa,200,North Indian,Mumbai,Dadar West,https://www.zomato.com/mumbai/rassa-dadar-west/info,698,Quick Bites,"Closed(Mon,Tue,Thu,Sat),12noon to 5pm,7pm to ...",Average,3.4,29
Brother's Cafe,400,"Fast Food,Beverages",Mumbai,Kalyan,https://www.zomato.com/mumbai/brothers-cafe-kalyan-thane/info,698,Quick Bites,9am to 1130pm(Mon-Sun),Average,3.1,6
Food Destination,600,"North Indian,Chinese,Kebab",Mumbai,Dombivali East,https://www.zomato.com/mumbai/food-destination-dombivali-east-thane/info,698,Casual Dining,"1130am to 330pm,630pm to 1130pm(Mon-Sun)",Average,3.1,7
Eatzzo,400,"Fast Food,Rolls,North Indian",Mumbai,Powai,https://www.zomato.com/mumbai/eatzzo-powai/info,698,Quick Bites,1130am to 1130pm(Mon-Sun),Not rated,-,-
Chilliz N Spicz,250,"Chinese,Biryani,Rolls",Mumbai,Vashi,https://www.zomato.com/mumbai/chilliz-n-spicz-vashi-navi-mumbai/info,698,Quick Bites,11am to 1130pm(Mon-Sun),Average,3.4,25
Renuka's Kitchen,300,Maharashtrian,Mumbai,Santacruz East,https://www.zomato.com/mumbai/renukas-kitchen-santacruz-east/info,699,none,"8am to 10am,7pm to 10pm(Mon-Sun)",Average,3,7
Edesia,500,Desserts,Mumbai,Parel,https://www.zomato.com/mumbai/edesia-1-parel/info,699,Dessert Parlor,1130am to 1130pm(Mon-Sun),Average,3,4
Mejwani9,1000,"Chinese,Maharashtrian,Bar Food,Beverages,Desserts,Finger Food,Indian",Mumbai,Mira Road,https://www.zomato.com/mumbai/mejwani9-mira-road/info,699,Casual Dining,11am to 12midnight(Mon-Sun),Average,3.3,32
Karma's Food Truck,200,Street Food,Mumbai,Vasant Vihar-- Thane West,https://www.zomato.com/mumbai/karmas-food-truck-vasant-vihar-thane-west-thane/info,699,Food Truck,7pm to 1130pm(Mon-Sun),Average,3.1,15
Bubble Rush,400,"Desserts,Ice Cream,Beverages",Mumbai,Vasant Vihar-- Thane West,https://www.zomato.com/mumbai/bubble-rush-vasant-vihar-thane-west-thane/info,699,Dessert Parlor,12noon to 11pm(Mon-Sun),Good,3.6,46
Yome,300,Fast Food,Mumbai,Airoli,https://www.zomato.com/mumbai/yome-airoli-navi-mumbai/info,699,Quick Bites,10am to 1130pm(Mon-Sun),Not rated,-,-
Minimelts Icecreams & More,400,"Fast Food,Ice Cream,Desserts",Mumbai,Mulund East,https://www.zomato.com/mumbai/minimelts-icecreams-more-mulund-east/info,699,Quick Bites,"4pm to 930pm(Mon),7pm to 12midnight(Tue),430pm...",Good,3.7,26
Hunger Point,200,"Burger,Fast Food",Mumbai,Malad West,https://www.zomato.com/mumbai/hunger-point-malad-west/info,699,Quick Bites,1230pm to 11pm(Mon-Sun),Average,3.2,19
Biryani House,450,"Biryani,Seafood",Mumbai,Kopar Khairane,https://www.zomato.com/mumbai/biryani-house-kopar-khairane-navi-mumbai/info,699,none,1130am to 11pm(Mon-Sun),Average,3.1,55
Healthy Bites,450,North Indian,Mumbai,Dombivali East,https://www.zomato.com/mumbai/healthy-bites-dombivali-east-thane/info,699,Quick Bites,11am to 1030pm(Mon-Sun),Average,3.3,16
Cheese Mashup,400,Fast Food,Mumbai,Airoli,https://www.zomato.com/mumbai/cheese-mashup-5-airoli-navi-mumbai/info,699,Quick Bites,1pm to 1030pm(Mon-Sun),Average,3.2,25
Tollywood Cafe,600,South Indian,Mumbai,R Mall-- Mulund West,https://www.zomato.com/mumbai/tollywood-cafe-mulund-west/info,699,Quick Bites,11am to 11pm(Mon-Sun),Average,2.9,13
Rajeshahi - The Rich Food,300,"South Indian,Maharashtrian,Fast Food",Mumbai,New Panvel,https://www.zomato.com/mumbai/rajeshahi-the-rich-food-new-panvel-navi-mumbai/info,699,Quick Bites,830am to 11pm(Mon-Sun),Average,3,12
Karandikar Mastani House,200,"Ice Cream,Beverages",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/karandikar-mastani-house-1-vile-parle-east/info,699,Dessert Parlor,5pm to 11pm(Mon-Sun),Average,3.3,20
