,name,address,phone,online_order,rest_type,cuisines,listed_in(type),book_table,rate,approx_cost(for two people),menu_item,listed_in(city)
24545,The Modak,"38/1-24, Ground Floor, Opposite Ibblur Park, Near Sarjapur Flyover, Ibblur Village, Bellandur, Bangalore","+91 8048143308
+91 9538609140",Yes,Quick Bites,"North Indian, Street Food, Desserts, Chinese",Dine-out,No,3.6 /5,400,"['Spring Roll', 'Special Thali', 'Paneer Butter Masala', 'Choley Bhature [2 Pieces]', 'Jalebi [100 grams]', '2 Onion Kachori', 'Rasmalai [2 Pieces]', 'Chole with 2 Roti', 'Chole with Rice', 'Rajma with 2 Roti', 'Rajma with 2 Rice', 'Kadhi Pakodi with 2 Roti', 'Kadhi Pakodi with Rice', 'Amritsari Kulcha with Chole', 'Manchurian Gravy Combo', 'Paneer Chilli Gravy Combo', 'Chinese Platter', 'Special Thali', 'Amritsari Thali', 'Achari Soya Chap', 'Paneer Tikka', 'Achari Paneer Tikka', 'Malai Paneer Tikka', 'Hara Bhara Kabab', 'Tandoori Mushroom', 'Tandoori Platter', 'Dal Tadka', 'Dal Makhani', 'Chole Masala', 'Rajma Masala', 'Kadhi Pakodi', 'Paneer Do Pyza', 'Paneer Butter Masala', 'Shahi Paneer', 'Kadhai Paneer', 'Paneer Lababdar', 'Paneer Tikka Masala', 'Palak Paneer', 'Methi Malai Matar', 'Kaju Curry', 'Mixed Veg', 'Veg Kolhapuri', 'Jeera Aloo', 'Dum Aloo', 'Malai Kofta', 'Vegetable Kofta', 'Green Peas Masala', 'Navratan Korma', 'Shabnam Curry', 'Kadhai Chap Masala', 'Boondi Raita', 'Mixed Veg Raita', 'Green Salad', 'Roasted Papad', 'Masala Papad', 'Tandoori Roti', 'Tandoori Butter Roti', 'Plain Naan', 'Butter Naan', 'Lachha Parantha', 'Pudina Parantha', 'Methi Paratha', 'Garlic Naan', 'Butter Kulcha', 'Amritsari Kulcha', 'Paneer Kulcha', 'Stuffed Kulcha', 'Assorted Bread Basket', 'Plain Rice', 'Jeera Rice', 'Veg Pulao', 'Peas Pulao', 'Kashmiri Pulao', 'Veg Biryani', 'Sweet Corn Soup', 'Hot n Sour Soup', 'Manchow Soup', 'Hakka Noodles', 'Schezwan Noodles', 'Chowmein', 'Fried Rice', 'Schezwan Fried Rice', 'Gobi Manchurian', 'Veg Ball Manchurian Dry', 'Spring Roll', 'Paneer Chilly Dry', 'Paneer 65', 'Baby Corn Manchurian', 'Honey Chilly Potato', 'Crispy Dragon Mushroom', 'Veg Balls in Manchurian Gravy', 'Paneer Chilly Gravy', 'Choley Bhature [2 Pieces]', 'Pav Bhaji', 'Matar Kulcha', 'Chola Kulcha', '4 Puri with Sabzi', 'Puri Sabzi with Halwa', '2 Samosa', '2 Onion Kachori', '2 Dal Kachori', '2 Matar Kachori', '2 Shahi Samosa', 'Khandvi [4 Pieces]', 'Plain Dhokla [2 Pieces]', 'Sandwich Dhokla', 'Paneer Dhokla', 'Pani Puri', 'Raj Kachori', 'Shahi Dahi Bhalla', 'Bhalla Papdi Chaat', 'Papdi Chaat', 'Sev Puri', 'Dahi Puri', 'Bhel Puri', 'Samosa Chaat', 'Kachori Chaat', 'Aloo Tikki Chaat', 'Aloo Tikki Chole', 'Namakpara [250 grams]', 'Masalapara [250 grams]', 'Mini Samosa [250 grams]', 'Maida Papdi [250 grams]', 'French Fries', 'Plain Sandwich', 'Grilled Sandwich', 'Grilled Cheese Sandwich', 'Bikaneri Burfi', 'Pista Burfi', 'Khoya Kesar Burfi', 'Khoya Badam Burfi', 'Coconut Burfi', 'Chocolate Burfi', 'Kesar Kanpuri Laddu', 'Dry Fruits Motichoor Laddu', 'Atta Laddu', 'Besan Laddu', 'Moong Dal Burfi', 'Moong Dal Halwa', 'Mysore Pak', 'Moti Pak', 'Mini Gulab Jamun Dry', 'Maida Gujia', 'Balushahi', 'Gulab Jamun [2 Pieces]', 'Kala Jamun [2 Pieces]', 'Chena Murki', 'Rasbhari', 'Sandesh', 'Rasmalai [2 Pieces]', 'Rasgulla [2 Pieces]', 'Rajbhog [2 Pieces]', 'Malai Roll [2 Pieces]', 'Pakija [2 Pieces]', 'Chamcham [2 Pieces]', 'Chena Toast [2 Pieces]', 'Malai Sandwich [2 Pieces]', 'Lachha Rabri', 'Kaju Burfi', 'Kaju Pista Roll', 'Kaju Anjeer Cake', 'Kaju Gujia', 'Rose Dry Fruit Laddu', 'Kaju Chocorich Laddu', 'Jalebi [100 grams]', 'Rabri Jalebi [100 grams]', 'Kesar Stick Kulfi', 'Matka Lassi', 'Kesar Badam Milk', 'Buttermilk']",Sarjapur Road
24546,The Modak,"38/1-24, Ground Floor, Opposite Ibblur Park, Near Sarjapur Flyover, Ibblur Village, Bellandur, Bangalore","+91 8048143308
+91 9538609140",Yes,Quick Bites,"North Indian, Street Food, Desserts, Chinese",Delivery,No,3.6/5,400,"['Choley Bhature [2 Pieces]', 'Pav Bhaji', 'Jalebi [100 grams]', 'Aloo Paratha', 'Onion Paratha', 'Mooli Paratha', 'Mixed Veg Paratha', 'Paneer Paratha', 'Choley Bhature [2 Pieces]', 'Pav Bhaji', 'Matar Kulcha', 'Chola Kulcha', '4 Puri with Sabzi', 'Puri Sabzi with Halwa', '2 Dal Kachori', 'Vada Pav', 'Dabeli', 'Khandvi [4 Pieces]', 'Plain Dhokla [2 Pieces]', 'Sandwich Dhokla', 'Paneer Dhokla', 'Namakpara [250 grams]', 'Masalapara [250 grams]', 'Gol Matthi [250 grams]', 'Achari Matthi [250 grams]', 'Methi Matthi [250 grams]', 'Mini Samosa [250 grams]', 'Mini Kachori [250 grams]', 'Maida Papdi [250 grams]', 'Bikaneri Burfi', 'Pista Burfi', 'Khoya Kesar Burfi', 'Khoya Badam Burfi', 'Coconut Burfi', 'Chocolate Burfi', 'Kesar Kanpuri Laddu', 'Dry Fruits Motichoor Laddu', 'Atta Laddu', 'Besan Laddu', 'Moong Dal Burfi', 'Moong Dal Halwa', 'Mysore Pak', 'Mini Gulab Jamun Dry', 'Maida Gujia', 'Balushahi', 'Kala Jamun [2 Pieces]', 'Chena Murki', 'Rasbhari', 'Sandesh', 'Rasmalai [2 Pieces]', 'Rasgulla [2 Pieces]', 'Rajbhog [2 Pieces]', 'Malai Roll [2 Pieces]', 'Pakija [2 Pieces]', 'Chamcham [2 Pieces]', 'Chena Toast [2 Pieces]', 'Kacha Golla [2 Pieces]', 'Malai Sandwich [2 Pieces]', 'Kaju Burfi', 'Kaju Pista Roll', 'Kaju Gujia', 'Kaju Diamond Cake', 'Rose Dry Fruit Laddu', 'Kaju Chocorich Laddu', 'Jalebi [100 grams]', 'Kesar Stick Kulfi', 'Matka Kulfi', 'Matka Lassi', 'Buttermilk']",Bellandur
24547,The Modak,"38/1-24, Ground Floor, Opposite Ibblur Park, Near Sarjapur Flyover, Ibblur Village, Bellandur, Bangalore","+91 8048143308
+91 9538609140",Yes,Quick Bites,"North Indian, Street Food, Desserts, Chinese",Dine-out,No,3.6/5,400,"['Special Thali', 'Paneer Butter Masala', 'Butter Naan', 'Lachha Parantha', 'Choley Bhature [2 Pieces]', 'Pav Bhaji', 'Jalebi [100 grams]', 'Chole with 2 Roti', 'Chole with Rice', 'Rajma with 2 Roti', 'Rajma with 2 Rice', 'Kadhi Pakodi with 2 Roti', 'Kadhi Pakodi with Rice', 'Amritsari Kulcha with Chole', 'Manchurian Gravy Combo', 'Paneer Chilli Gravy Combo', 'Chinese Platter', 'Special Thali', 'Amritsari Thali', 'Achari Soya Chap', 'Paneer Tikka', 'Achari Paneer Tikka', 'Malai Paneer Tikka', 'Hara Bhara Kabab', 'Tandoori Mushroom', 'Tandoori Platter', 'Dal Tadka', 'Dal Makhani', 'Chole Masala', 'Rajma Masala', 'Kadhi Pakodi', 'Paneer Do Pyza', 'Paneer Butter Masala', 'Shahi Paneer', 'Kadhai Paneer', 'Paneer Lababdar', 'Paneer Tikka Masala', 'Palak Paneer', 'Methi Malai Matar', 'Kaju Curry', 'Mixed Veg', 'Veg Kolhapuri', 'Jeera Aloo', 'Dum Aloo', 'Malai Kofta', 'Vegetable Kofta', 'Green Peas Masala', 'Navratan Korma', 'Shabnam Curry', 'Kadhai Chap Masala', 'Boondi Raita', 'Mixed Veg Raita', 'Green Salad', 'Roasted Papad', 'Masala Papad', 'Tandoori Roti', 'Tandoori Butter Roti', 'Plain Naan', 'Butter Naan', 'Lachha Parantha', 'Pudina Parantha', 'Methi Paratha', 'Garlic Naan', 'Butter Kulcha', 'Amritsari Kulcha', 'Paneer Kulcha', 'Stuffed Kulcha', 'Assorted Bread Basket', 'Plain Rice', 'Jeera Rice', 'Veg Pulao', 'Peas Pulao', 'Kashmiri Pulao', 'Veg Biryani', 'Sweet Corn Soup', 'Hot n Sour Soup', 'Manchow Soup', 'Hakka Noodles', 'Schezwan Noodles', 'Chowmein', 'Fried Rice', 'Schezwan Fried Rice', 'Gobi Manchurian', 'Veg Ball Manchurian Dry', 'Spring Roll', 'Paneer Chilly Dry', 'Paneer 65', 'Baby Corn Manchurian', 'Honey Chilly Potato', 'Crispy Dragon Mushroom', 'Veg Balls in Manchurian Gravy', 'Paneer Chilly Gravy', 'Choley Bhature [2 Pieces]', 'Pav Bhaji', 'Matar Kulcha', 'Chola Kulcha', '4 Puri with Sabzi', 'Puri Sabzi with Halwa', '2 Shahi Samosa', 'Vada Pav', 'Dabeli', 'Plain Dhokla [2 Pieces]', 'Sandwich Dhokla', 'Paneer Dhokla', 'Pani Puri', 'Raj Kachori', 'Shahi Dahi Bhalla', 'Bhalla Papdi Chaat', 'Papdi Chaat', 'Sev Puri', 'Dahi Puri', 'Bhel Puri', 'Samosa Chaat', 'Kachori Chaat', 'Aloo Tikki Chaat', 'Aloo Tikki Chole', 'Namakpara [250 grams]', 'Masalapara [250 grams]', 'Gol Matthi [250 grams]', 'Achari Matthi [250 grams]', 'Methi Matthi [250 grams]', 'Mini Samosa [250 grams]', 'Mini Kachori [250 grams]', 'Maida Papdi [250 grams]', 'French Fries', 'Plain Sandwich', 'Grilled Sandwich', 'Grilled Cheese Sandwich', 'Bikaneri Burfi', 'Pista Burfi', 'Khoya Kesar Burfi', 'Khoya Badam Burfi', 'Coconut Burfi', 'Chocolate Burfi', 'Kesar Kanpuri Laddu', 'Dry Fruits Motichoor Laddu', 'Atta Laddu', 'Besan Laddu', 'Moong Dal Burfi', 'Moong Dal Halwa', 'Mysore Pak', 'Moti Pak', 'Mini Gulab Jamun Dry', 'Maida Gujia', 'Balushahi', 'Kala Jamun [2 Pieces]', 'Chena Murki', 'Rasmalai [2 Pieces]', 'Rajbhog [2 Pieces]', 'Malai Roll [2 Pieces]', 'Pakija [2 Pieces]', 'Chena Toast [2 Pieces]', 'Kaju Pista Roll', 'Kaju Gujia', 'Kaju Diamond Cake', 'Rose Dry Fruit Laddu', 'Kaju Chocorich Laddu', 'Jalebi [100 grams]', 'Kesar Stick Kulfi', 'Matka Lassi', 'Buttermilk']",Bellandur
24548,The Momo Farm,"HMT Main Road, Inside compound of HMT Cinemas, Jalahalli, Bangalore",+91 7337687243,Yes,Quick Bites,"Chinese, Tibetan",Delivery,No,3.7 /5,300,"['Classic Veggie Momos', 'Classic Paneer Momos', 'Chicken Momos', 'Chicken Cheese Momos', 'Fried Classic Veggie Momos', 'Fried Chicken Momos', 'Fried Chicken Cheese Momos', 'Pan Fried Chicken Cheese Momos', 'Chatpata Creamy Veg Momos', 'Chatpata Creamy Chicken Momos', 'Veg Meal', 'Non Veg Meal', 'Veg Meal', 'Non Veg Meal', 'Classic Veggie Momos', 'Classic Paneer Momos', 'Chicken Momos', 'Chicken Cheese Momos', 'Fried Classic Veggie Momos', 'Fried Classic Paneer Momos', 'Fried Chicken Momos', 'Fried Chicken Cheese Momos', 'Pan Fried Veggie Momos', 'Pan Fried Paneer Momos', 'Pan Fried Chicken Momos', 'Pan Fried Chicken Cheese Momos', 'Chatpata Creamy Veg Momos', 'Chatpata Creamy Chicken Momos', 'Veg Momo Burger', 'Chicken Momo Burger', 'French Fries', 'Pepsi [250 ml]']",New BEL Road
24549,The Momo Farm,"HMT Main Road, Inside compound of HMT Cinemas, Jalahalli, Bangalore",+91 7337687243,Yes,Quick Bites,"Chinese, Tibetan",Dine-out,No,3.7 /5,300,[],New BEL Road
24550,The Monalisa Restaurant,"Shop L1 01, Splendid Plaza, Near Sukh Sagar, Koramangala 5th Block, Bangalore","+91 7795514911
+91 7022142858",Yes,Quick Bites,Chinese,Delivery,No,3.3 /5,300,[],Koramangala 7th Block
24551,The Monalisa Restaurant,"Shop L1 01, Splendid Plaza, Near Sukh Sagar, Koramangala 5th Block, Bangalore","+91 7795514911
+91 7022142858",Yes,Quick Bites,Chinese,Dine-out,No,3.3 /5,300,[],Koramangala 6th Block
24552,The Monalisa Restaurant,"Shop L1 01, Splendid Plaza, Near Sukh Sagar, Koramangala 5th Block, Bangalore","+91 7795514911
+91 7022142858",Yes,Quick Bites,Chinese,Delivery,No,3.3/5,300,[],Jayanagar
24553,The Monalisa Restaurant,"Shop L1 01, Splendid Plaza, Near Sukh Sagar, Koramangala 5th Block, Bangalore","+91 7795514911
+91 7022142858",Yes,Quick Bites,Chinese,Dine-out,No,3.3/5,300,[],BTM
24554,The Monalisa Restaurant,"Shop L1 01, Splendid Plaza, Near Sukh Sagar, Koramangala 5th Block, Bangalore","+91 7795514911
+91 7022142858",Yes,Quick Bites,Chinese,Delivery,No,3.3/5,300,[],BTM
24555,The Monalisa Restaurant,"Shop L1 01, Splendid Plaza, Near Sukh Sagar, Koramangala 5th Block, Bangalore","+91 7795514911
+91 7022142858",Yes,Quick Bites,Chinese,Dine-out,No,3.3 /5,300,[],Koramangala 4th Block
24556,The Mughal's,"86, MM Road, Pulikeshi Nagar, Frazer Town, Bangalore",+91 8884497867,Yes,Quick Bites,"Mughlai, North Indian, Chinese",Delivery,No,3.7/5,400,"['Tandoori Chicken', 'Andra Spicy Kabab', 'Barbeque Chicken', 'Mughal Chicken Kabab', 'Mughal Special Chicken Roll', 'Dal Fry', 'Kadai Paneer', 'Paneer Butter Masala', 'Chicken Hyderabadi', 'Boneless Chicken Punjabi Masala', 'Rogan Gosht', 'Biryani Rice', 'Ghee Rice', 'Jeera Rice', 'Chicken Biryani', 'Chicken Mughal Biryani', 'Mutton Mughal Biryani', 'Crispy Chicken Biryani', 'Rumali Roti', 'Butter Naan', 'Chicken Fried Rice', 'Chilli Chicken', 'Tandoori Chicken', 'Chicken Tikka', 'Hariyali Kabab', 'Hariyali Tikka', 'Malai Tikka', 'Andra Spicy Kabab', 'Tangdi Kabab', 'Kalmi Kabab', 'Chicken Seekh', 'Bhuna Gosht', 'Mutton Pepper Dry', 'Mutton Fry', 'Mughlai Chicken', 'Irani Chicken', 'Afghani Chicken', 'Barbeque Chicken', 'Nizam Chicken', 'Mughal Chicken Kabab', 'Chicken Lollipop', 'Dal Fry', 'Dal Makhani', 'Kadai Paneer', 'Paneer Butter Masala', 'Paneer Shahi Korma', 'Vegetable Kadai', 'Malai Kofta', 'Chicken Hyderabadi', 'Boneless Chicken Hyderabadi', 'Chicken Kolhapuri', 'Boneless Chicken Kolhapuri', 'Chicken Kali Mirchi', 'Boneless Chicken Kali Mirchi', 'Butter Chicken', 'Boneless Butter Chicken', 'Kadai Chicken', 'Boneless Kadai Chicken', 'Chicken Mughal', 'Boneless Chicken Mughal', 'Chicken Punjabi Masala', 'Boneless Chicken Punjabi Masala', 'Chicken Bulbul', 'Boneless Chicken Bulbul', 'Chicken Patiala', 'Chicken Tikka Masala', 'Mutton Kali Mirchi', 'Rogan Gosht', 'Mutton Masala', 'Mutton Kolhapuri', 'Mutton Korma', 'Tandoori Roti', 'Rumali Roti', 'Plain Naan', 'Butter Naan', 'Plain Kulcha', 'Butter Kulcha', 'Garlic Naan', 'Biryani Rice', 'Ghee Rice', 'Jeera Rice', 'Egg Biryani', 'Chicken Biryani', 'Chicken Mughal Biryani', 'Andhra Spicy Chicken Biryani', 'Mutton Biryani', 'Mutton Mughal Biryani', 'Crispy Chicken Biryani', 'Veg Fried Rice', 'Veg Schezwan Fried Rice', 'Egg Fried Rice', 'Egg Schezwan Fried Rice', 'Chicken Fried Rice', 'Chicken Schezwan Fried Rice', 'Veg Noodles', 'Veg Schezwan Noodles', 'Mushroom Noodles', 'Veg Garlic Noodles', 'Egg Noodles', 'Egg Schezwan Noodles', 'Chicken Noodles', 'Chicken Schezwan Noodles', 'Spring Roll', 'Veg Roll', 'Paneer Roll', 'Chilli Baby Corn Roll', 'Mushroom Chilli Roll', 'Mughal Special Veg Roll', 'Egg Roll', 'Spring Chicken Roll', 'Chicken Seekh Roll', 'Chilli Chicken Roll', 'Lemon Chicken Roll', 'Pepper Chicken Roll', 'Chicken Tikka Roll', 'Malai Tikka Roll', 'Hariyali Chicken Roll', 'Chicken Roll', 'Mughal Special Chicken Roll', 'Paneer 65', 'Paneer Chilli', 'Paneer Manchurian', 'Baby Corn Manchurian', 'Baby Corn Chilli', 'Baby Corn Pepper', 'Mushroom Manchurian', 'Mushroom Pepper', 'Mushroom Pepper', 'Gobi Manchurian', 'Gobi Chilli', 'Egg Chilli', 'Egg Manchurian', 'Egg Pepper', 'Chilli Chicken', 'Boneless Chilli Chicken', 'Manchurian Chicken', 'Boneless Manchurian Chicken', 'Pepper Chicken Manchurian', 'Boneless Pepper Chicken Manchurian', 'Lemon Chicken', 'Boneless Lemon Chicken', 'Garlic Chicken', 'Boneless Garlic Chicken', 'Chicken 65', 'Boneless Chicken 65', 'Schezwan Chicken', 'Boneless Schezwan Chicken', 'Crispy Chicken', 'Boneless Crispy Chicken', 'Spicy Chicken', 'Boneless Spicy Chicken', 'Singapore Chicken', 'Boneless Singapore Chicken', 'Mineral Water [1 litre]']",Brigade Road
24557,The Munch Box,"Teacher's Colony, HSR Layout, 5th Sector, Bengaluru",+91 7259783876,No,Quick Bites,"American, Chinese",Dine-out,No,NEW,300,[],BTM
24558,The Mylapore Cafe,"29, 5th Main Road, Teachers Colony, Koramangala 1st Block, Bangalore",+91 9108184343,No,Quick Bites,South Indian,Dine-out,No,3.7 /5,150,[],Koramangala 4th Block
24559,The Mylapore Cafe,"The Mylapore Cafe 29, 5th Main Teachers Colony Koramangala Block 1 Bangalore 560034",080 41472414,Yes,Quick Bites,"South Indian, Kerala",Delivery,No,4.1/5,200,[],BTM
24560,The Mylapore Cafe,"The Mylapore Cafe 29, 5th Main Teachers Colony Koramangala Block 1 Bangalore 560034",080 41472414,Yes,Quick Bites,"South Indian, Kerala",Dine-out,No,4.1/5,200,[],BTM
24561,The Nest - The Den Bengaluru,"ITPL Main Road, KIADB Export Promotion Industrial Area, ITPL Main Road, Whitefield",+91 8071117272,No,"Bar, Casual Dining","Finger Food, North Indian, Continental",Dine-out,No,3.4 /5,"1,500",[],Whitefield
24562,The Nest - The Den Bengaluru,"ITPL Main Road, KIADB Export Promotion Industrial Area, ITPL Main Road, Whitefield",+91 8071117272,No,"Bar, Casual Dining","Finger Food, North Indian, Continental",Pubs and bars,No,3.4 /5,"1,500",[],Whitefield
24563,The Night King,"Second Cross, Anna palya Main Road, Koramangala 7th Block",+91 9632509476,No,"Takeaway, Delivery","North Indian, Chinese",Delivery,No,3.3/5,400,[],BTM
24564,The Night Watch Express,"63, Ground FloorTeachers Colony Main Road, Koramangala 1st Block, Bangalore",+91 9886788804,Yes,"Takeaway, Delivery","North Indian, Chinese",Delivery,No,3.0/5,500,[],BTM
24565,The North and South Restaurant,"8/10, 1st Cross Road, Patel Narayanswamy Layout, Siddapura, Whitefield, Bengaluru, Karnataka 560066",+91 7019433547,Yes,"Takeaway, Delivery","North Indian, Chinese, South Indian",Delivery,No,3.2/5,400,"['Non Veg Thali', 'Tandoori Roti', 'Chicken Biryani', 'Chicken Fried Rice', 'Butter Chicken Masala', 'Paneer with 2 Butter Naan Combo', 'Dal Makhani with 2 Butter Roti Combo', 'Dal Makhani with 3 Roti Combo', 'Dal Tadka with 3 Roti Combo', 'Rajma with 2 Butter Naan Combo', 'Rajma with 2 Butter Roti Combo', 'Chole with 2 Amritsari Kulcha Combo', 'Mixed Veg with 2 Butter Naan Combo', 'Dal Makhani with Rice Combo', 'Dal Tadka with Rice Combo', 'Rajma Rice Combo', 'Kadhi Rice Combo', 'Chole Rice Combo', 'Paneer with 3 Roti Combo', 'Mixed Veg with 2 Lachha Paratha Combo', 'Dal Makhani with 2 Butter Naan Combo', 'Jeera Rice with Raita Combo', 'Paneer with 3 Roti Combo', 'Veg Biryani with Combo', 'Paneer Biryani Combo', 'Mushroom Biryani Combo', 'Chicken Masala with 2 Butter Naan Combo', 'Chicken Masala with Rice Combo', 'Chicken Biryani with Combo', 'Executive Thali', 'Special Thali', 'Amritsari Thali', 'Mini Thali', 'Egg Curry Thali', 'Egg Butter Masala Thali', 'Non Veg Thali', 'Punjabi Chicken Thali', 'Butter Chicken Thali', 'Chicken Kaju Masala Thali', 'Chole Bhature', 'Chole Kulcha', 'Hot and Sour Soup', 'Veg Talumein Soup', 'Veg Sweet Corn Soup', 'Manchow Soup', 'Lung Fung Soup', 'Ginger Soup', 'Cream of Mushroom Soup', 'Gobi Manchurian', 'Paneer 65', 'Veg Bowl Manchurian Dry', 'Chilli Paneer Dry', 'Dragon Mushroom Dry', 'Gobi Pepper Dry', 'Paneer Pepper Dry', 'Mushroom Pepper Dry', 'Mushroom 65', 'Honey Chilli Potato', 'Chilli Potato', 'Baby Corn Manchurian', 'Chicken 65', 'Chicken Lemon', 'Chicken Lollipop', 'Chicken Manchurian', 'Boneless Chicken Tawa Fry', 'Chicken Tomato Fry', 'Boneless Chilli Chicken', 'Chilli Chicken', 'Garlic Chicken', 'Special Chicken Kebab', 'Special Chilli Kebab', 'Dal Makhani', 'Dal Fry', 'Dal Tadka', 'Chole Masala', 'Rajma Masala', 'Aloo Gobhi Masala', 'Mixed Veg Curry', 'Veg Kadai', 'Malai Kofta', 'Mushroom Masala', 'Mushroom Kadai', 'Palak Paneer', 'Matar Paneer', 'Paneer Kadai', 'Paneer Do Pyaza', 'Shahi Paneer', 'Paneer Bhurji', 'Paneer Masala', 'Paneer Tikka Masala', 'Paneer Butter Masala', 'Chilli Paneer Gravy', 'Dragon Mushroom Gravy', 'Baby Corn Manchurian Gravy', 'Veg Bowl Manchurian Gravy', 'Egg Masala', 'Chicken Masala', 'Butter Chicken Masala', 'Hyderabadi Chicken Masala', 'Tandoori Roti', 'Butter Roti', 'Butter Naan', 'Butter Kulcha', 'Plain Naan', 'Garlic Naan', 'Onion Kulcha', 'Kulcha', 'Bread Basket', 'Aloo Paratha', 'Pyaaz Paratha', 'Aloo Pyaaz Paratha', 'Aloo Methi Paratha', 'Gobi Paratha', 'Aloo Gobi Paratha', 'Aloo Palak Paratha', 'Paneer Paratha', 'Sattu Achari Paratha', 'Mixed Veg Paratha', 'Green Matar Paratha', 'Matar Paneer Paratha', 'Palak Paneer Paratha', 'Ghee Rice', 'Jeera Rice', 'Curd Rice', 'Plain Rice', 'Veg Biryani', 'Paneer Biryani', 'Mushroom Biryani', 'Chicken Biryani', 'Veg Fried Rice', 'Gobi Fried Rice', 'Schezwan Fried Rice', 'Paneer Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Veg Noodles', 'Veg Chowmein', 'Veg Hakka Noodles', 'Veg Schezwan Noodles', 'Egg Noodles', 'Chicken Noodles', 'Egg Fry', 'Egg 65', 'Boiled Egg', 'Vanilla Ice Cream', 'Strawberry Ice Cream', 'Chocolate Ice Cream', 'Pista Ice Cream', 'Mango Ice Cream', 'Butterscotch Ice Cream', 'Gulab Jamun [2 Pieces]', 'Lassi', 'Butter Milk']",Brookefield
24566,The Nosh House,"29, 1st Floor, 4th Cross, Kasavanahalli, Off Sarjapur Main Road, Sarjapur Road, Bangalore",+91 9980299910,Yes,Delivery,"American, Italian, Bakery, Desserts, Sandwich, Beverages, Salad, Rolls",Delivery,No,4.3/5,600,"['Mixed Berry Breakfast Parfait', 'Classic Pancake [2 Pieces]', 'Oreo Pancake [2 Pieces]', 'Egg and Cheese Hash Brown Waffle [4 Pieces]', 'French Toast Waffle [4 Pieces]', 'Brownie Waffle [4 Pieces]', 'Chocolate Rum Cake', 'Detox Smoothie', 'Protein Packed Smoothie', 'Vanilla Blueberry Overnight Oats', 'Cherry Pie Overnight Oats', 'Espresso Overnight Oats', 'Chia Seeds and Fruits Breakfast Parfait', 'Banana and Blueberry Yogurt Breakfast Parfait', 'Super Seeds Banana Parfait', 'Oats Caramel Fruits Parfait', 'Mixed Berry Breakfast Parfait', 'Banana & Strawberry Yogurt Breakfast Parfait', 'Granola, Chia Seeds & Apple Yogurt Parfait', 'Classic Pancake [2 Pieces]', 'Oreo Pancake [2 Pieces]', 'Snicker Doodle Pancake [2 Pieces]', 'Egg and Cheese Hash Brown Waffle [4 Pieces]', 'French Toast Waffle [4 Pieces]', 'Pizza Waffle [4 Pieces]', 'Masala Omelette Waffle [4 Pieces]', 'Brownie Waffle [4 Pieces]', 'Greek Style Spinach and Feta Waffle [4 Pieces]', 'Mediterranean Breakfast Sandwich', 'Balsamic Roasted Broccoli and Peppers Grilled Cheese Sandwich', 'Italian Caprese Sandwich', 'Loaded Nachos Grilled Cheese Sandwich', 'Creamy Greek Yogurt Veggie Sandwich', 'Mushroom Melts Sandwich', 'Sriracha and Egg Sandwich', 'Sun Dried Tomato Pesto, Egg and Cheese Sandwich', 'Mushroom and Cheese Open Sandwich [2 Slices]', 'Grilled Zucchini and Hummus Open Sandwich [2 Slices]', 'Paneer Bhurji Open Sandwich [2 Slices]', 'Grilled Peach, Ricotta and Chilli Open Sandwich [2 Slices]', 'Spicy Cheese Toast Sandwich [2 Slices]', 'Chilli Mayo Egg Open Sandwich [2 Slices]', 'Samosa Calzone', 'Spinach and Cheese Dip Buns', 'Corn and Olive Quiche [Set of 2]', 'Caramelized Onion and Sharp Cheddar Quiche [Set of 2]', 'Cottage Cheese Quesadillas', 'Detox Smoothie', 'Protein Packed Smoothie', 'Four B Smoothie', 'Mixed Berry Smoothie', 'Kiwi Refresh Smoothie', 'Strawberry Nutella Banana Smoothie', 'Creamy Watermelon Smoothie', 'Peanut Butter Banana Smoothie', 'Banana Nuts Shake', 'Strawberry Watermelon Smoothie', 'Warm Walnut Brownie', 'Peanut Butter Brownie', 'Salted Caramel Brownie', 'Chocolate Rum Cake', 'Orange and Cranberry Cake', 'Cherry Almond Cake', 'Carrot Cake with Cream Cheese Frosting', 'Peanut Butter Banana Cake', 'Mint Chocolate Fudge Squares [Mini Jar]', 'Gooey Peanut Butter Fudge [Mini Jar]', 'Walnut Chocolate Fudge Squares [Mini Jar]', 'Salted Caramel Cookies [2 Pieces]', 'Almond Lemon Curd Cookie { 2 Pieces}']",Bellandur
24567,The Nourished Kitchen,"6/1, 16th Cross, Gajandra Nagar, Anepalya, BTM, Bengaluru","+91 9148100437
+91 8861796863",No,Delivery,"Asian, Continental, Healthy Food",Delivery,No,-,400,[],Koramangala 6th Block
24568,The Nourished Kitchen,"6/1, 16th Cross, Gajandra Nagar, Anepalya, BTM, Bengaluru","+91 9148100437
+91 8861796863",No,Delivery,"Asian, Continental, Healthy Food",Delivery,No,,400,[],Brigade Road
24569,The Ocean Kitchen,"Arekere Gate, Sundar Ram Shetty Nagar, Bannerghatta Road, Bangalore",+91 9164043027,No,Quick Bites,"North Indian, Chinese, Seafood, South Indian",Delivery,No,NEW,200,[],Bannerghatta Road
24570,The Ocean Kitchen,"Arekere Gate, Sundar Ram Shetty Nagar, Bannerghatta Road, Bangalore",+91 9164043027,No,Quick Bites,"North Indian, Chinese, Seafood, South Indian",Dine-out,No,NEW,200,[],Bannerghatta Road
